Orthogroup	Conidiobolus_thromboides_FSU_785.Conth1.v1.aa	Entomophaga_maimaiga_ARSEF_7190.v1.aa	Entomophthora_muscae_UCB.v3_longest.aa	Zoophthora_radicans_ATCC_208865.aa	Total	CAZY	MEROPS	Pfam
OG0002024	1	1	2	2	6			DUF3752:6
OG0002025	1	1	3	1	6			PH:10
OG0002026	1	1	2	2	6		MER0043475:4	GATase:6
OG0002027	3	0	0	3	6			
OG0002028	1	1	2	2	6			Kelch_5:2,Kelch_4:2,Kelch_1:3,Pkinase:4
OG0002029	1	1	3	1	6			PK_Tyr_Ser-Thr:1,Pkinase:5,WD40:5
OG0002030	1	1	2	2	6			CH:4,EB1:5
OG0002031	2	1	2	1	6			WD40:39
OG0002032	1	1	2	2	6			TRP_N:5,E1_DerP2_DerF2:6,TRP:6
OG0002033	2	1	1	2	6			Inhibitor_I9:3
OG0002034	1	1	3	1	6			DNA_pol_E_B:6
OG0002035	1	1	2	2	6			
OG0002036	1	1	3	1	6			RRM_1:16
OG0002037	1	2	2	1	6			DUF4042:5
OG0002038	1	2	2	1	6			COG2:1,Vps54_N:1,Sec8_exocyst:5
OG0002039	1	1	3	1	6			U-box:5,Ufd2P_core:5
OG0002040	1	2	2	1	6			EF-hand_4:12
OG0002041	1	1	2	2	6			MBOAT:6
OG0002042	1	1	2	2	6			ResIII:1,AAA_12:3,AAA_19:3,AAA_11:5,Aquarius_N:6
OG0002043	1	2	2	1	6			
OG0002044	1	2	2	1	6			
OG0002045	1	1	2	2	6			Gtr1_RagA:3,Arf:6,MMR_HSR1:6,Ras:6,Roc:6,SRPRB:6
OG0002046	1	1	3	1	6			Hira:5,WD40:16
OG0002047	1	2	2	1	6			Ribosomal_L10:6,RL10P_insert:6
OG0002048	1	1	3	1	6			PTPLA:5
OG0002049	2	1	2	1	6			Cation_ATPase_N:4,Cation_ATPase:6,Cation_ATPase_C:6,E1-E2_ATPase:6,Hydrolase:6
OG0002050	1	1	2	2	6			EamA:1,TPT:5
OG0002051	1	0	3	2	6			CENP-B_N:2,DDE_1:3,HTH_Tnp_Tc5:6
OG0002052	1	1	2	2	6			SMN:2
OG0002053	1	1	3	1	6			
OG0002054	2	1	2	1	6			LisH_TPL:5,WD40:19
OG0002055	2	1	2	1	6			
OG0002056	1	1	3	1	6			
OG0002057	1	1	3	1	6			Kinesin:6,Microtub_bd:6
OG0002058	2	1	2	1	6			Phosphodiest:7
OG0002059	2	1	2	1	6			DRE2_N:1,CIAPIN1:6
OG0002060	1	1	2	2	6	GT48:5		FKS1_dom1:6,Glucan_synthase:6
OG0002061	1	4	0	1	6			COPI_assoc:5
OG0002062	3	1	1	1	6			Pkinase:5,PK_Tyr_Ser-Thr:5,Sel1:48
OG0002063	1	1	2	2	6			DUF3759:6
OG0002064	1	2	3	0	6			RINGv:4
OG0002065	1	1	3	1	6			
OG0002066	1	1	3	1	6			Tyrosinase:5
OG0002067	2	1	2	1	6			DbpA:1,RRM_1:6
OG0002068	1	1	3	1	6		MER0036063:1,MER0036047:1,MER0036049:2,MER0036070:3,MER0044580:3,MER0036052:3,MER0036081:3,MER0036060:4,MER0036062:4,MER0036114:5,MER0031618:5,MER0036051:5,MER0036050:5	Abhydrolase_1:5,Abhydrolase_6:5,Hydrolase_4:6
OG0002069	2	2	1	1	6			Aminotran_1_2:6
OG0002070	1	2	2	1	6			Glyoxalase_5:5,Glyoxalase:9
OG0002071	1	1	2	2	6			SIR2:6
OG0002072	1	1	2	2	6			TPR_1:1,TPR_2:2,PB1:6,TPR_8:6
OG0002073	1	1	2	2	6			PNP_UDP_1:6
OG0002074	1	2	2	1	6			PNRC:3
OG0002075	1	1	3	1	6			Formyl_trans_C:5,Formyl_trans_N:6
OG0002076	1	2	2	1	6			RWD:3,IBR:11
OG0002077	1	1	3	1	6			Pkinase:4,PK_Tyr_Ser-Thr:4,POLO_box:9
OG0002078	1	1	2	2	6			PSP1:6
OG0002079	1	1	3	1	6			NCA2:5
OG0002080	1	1	2	2	6	GT2:4		Glyco_trans_2_3:2,Chitin_synth_1:6,Chitin_synth_1N:6,Chitin_synth_2:6
OG0002081	1	1	2	2	6			
OG0002082	1	1	3	1	6			Pkinase:5,PK_Tyr_Ser-Thr:5
OG0002083	1	1	3	1	6			Uds1:5
OG0002084	1	1	3	1	6			Acyltransferase:6
OG0002085	2	1	2	1	6			HSF_DNA-bind:6
OG0002086	1	1	2	2	6			Tetraspanin:3
OG0002087	2	1	1	2	6			Catalase:6,Catalase-rel:6
OG0002088	2	1	2	1	6			HEM4:5
OG0002089	1	1	3	1	6			RRM_5:3,RRM_1:9
OG0002090	1	1	3	1	6			Adaptin_N:5,Cnd1:5
OG0002091	1	1	3	1	6			GRIP:4
OG0002092	1	2	2	1	6			zf-C2H2_jaz:6
OG0002093	1	1	3	1	6			WD40:15
OG0002094	1	1	3	1	6			RRP36:7
OG0002095	2	1	2	1	6			Ribonuclease_T2:5
OG0002096	1	1	3	1	6			AHD:1,BET:2,YEATS:6
OG0002097	6	0	0	0	6			Homeobox_KN:5,Homeodomain:6
OG0002098	1	1	3	1	6			PRKCSH:5,PRKCSH-like:5,PRKCSH_1:5
OG0002099	1	1	2	2	6			Diphthamide_syn:6
OG0002100	1	3	2	0	6			AhpC-TSA_2:5,AhpC-TSA:6
OG0002101	1	1	2	2	6			
OG0002102	1	1	2	2	6			RTC:6,RTC_insert:6
OG0002103	1	1	3	1	6			PCI:6,RPN6_C_helix:6,RPN6_N:6
OG0002104	1	1	2	2	6			NIF:6
OG0002105	1	2	2	1	6			Sel1:54
OG0002106	1	1	3	1	6			SMC_hinge:1,AAA_15:1,AAA_23:5,SMC_N:6
OG0002107	1	1	3	1	6			zinc_ribbon_16:3
OG0002108	1	1	2	2	6			
OG0002109	2	1	2	1	6			CBFD_NFYB_HMF:1,Histone:3,TAF:6,TAF6_C:6
OG0002110	2	1	2	1	6			Steroid_dh:6
OG0002111	1	3	1	1	6			ATP-synt_ab:6,ATP-synt_ab_N:6
OG0002112	1	1	2	2	6			ResIII:1,DEAD:6,Helicase_C:6
OG0002113	1	1	3	1	6			NpwBP:4,Wbp11:5
OG0002114	1	1	3	1	6			PB1:1
OG0002115	1	1	3	1	6			DUF4487:1
OG0002116	1	1	3	1	6			Mak10:6
OG0002117	1	1	3	1	6			Brr6_like_C_C:5
OG0002118	1	2	2	1	6			FIST:3
OG0002119	1	1	3	1	6			AhpC-TSA:5,Redoxin:5
OG0002120	2	1	2	1	6			MatE:12
OG0002121	6	0	0	0	6			HSP20:8
OG0002122	1	2	2	1	6			Mid1:6
OG0002123	2	1	2	1	6			FKBP_C:6
OG0002124	1	1	2	2	6			CTP_transf_like:6
OG0002125	1	1	3	1	6			DEAD:5,GUCT:5,Helicase_C:5,ResIII:5
OG0002126	1	1	2	2	6			ABC1:2,RIO1:3,Kinase-like:4,Pkinase:6,PK_Tyr_Ser-Thr:6
OG0002127	1	1	2	2	6			Ribosomal_L1:6
OG0002128	1	1	2	2	6			TBP:12
OG0002129	1	1	3	1	6	GT24:3		Glyco_transf_8:2,Glyco_transf_24:5,Thioredoxin_12:5,Thioredoxin_13:5,Thioredoxin_14:5,Thioredoxin_15:5,UDP-g_GGTase:5
OG0002130	1	1	2	2	6			
OG0002131	2	1	2	1	6			RWD:3,UPF0029:5
OG0002132	1	2	2	1	6			DnaJ:6,DnaJ_C:6
OG0002133	1	1	3	1	6		MER0030137:4	JAB:5,MitMem_reg:5
OG0002134	1	1	2	2	6			Alk_phosphatase:6
OG0002135	1	1	2	2	6			EBP:6
OG0002136	1	1	3	1	6			NmrA:1,Sacchrp_dh_NADP:4
OG0002137	1	1	3	1	6			UPF0014:6
OG0002138	1	2	2	1	6			
OG0002139	1	1	3	1	6			SYMPK_PTA1_N:2,Symplekin_C:5
OG0002140	1	1	3	1	6			AMP-binding:5
OG0002141	1	1	2	2	6			Aminotran_1_2:6
OG0002142	1	1	3	1	6			Helicase_C:5,ResIII:5,DEAD:6
OG0002143	1	2	2	1	6	GT15:5		Glyco_transf_15:6
OG0002144	1	1	2	2	6			Kinase-like:1,Pkinase:6,PK_Tyr_Ser-Thr:6,Sel1:15
OG0002145	2	1	2	1	6			HORMA:5
OG0002146	1	1	3	1	6			cNMP_binding:5,Patatin:5
OG0002147	1	1	2	2	6			
OG0002148	1	1	3	1	6			Methyltransf_31:1,Ubie_methyltran:5,UPF0020:6
OG0002149	1	1	3	1	6			
OG0002150	1	1	3	1	6			PDZ_6:4,Nas2_N:5
OG0002151	1	1	3	1	6			
OG0002152	1	1	2	2	6			Fer4_14:6,Radical_SAM:6
OG0002153	1	1	3	1	6			GATA:2
OG0002154	1	1	3	1	6			DEAD:3,OB_NTP_bind:4,HA2:5,Helicase_C:5
OG0002155	1	1	3	1	6			ANAPC4_WD40:1,WD40:26
OG0002156	1	2	2	1	6			DSPc:1,Y_phosphatase:6
OG0002157	1	1	3	1	6			LMBR1:6
OG0002158	1	1	3	1	6			GCIP:6
OG0002159	1	2	2	1	6			Sod_Fe_C:6,Sod_Fe_N:6
OG0002160	1	2	2	1	6			Ank_5:5,Ank_3:7,Ank_2:8,Ank_4:8,Ank:10
OG0002161	5	0	0	1	6			p450:6
OG0002162	1	1	3	1	6			
OG0002163	1	1	3	1	6			MAGE:6
OG0002164	1	2	2	1	6			AAA_14:1,AAA_lid_3:4,AAA:10
OG0002165	1	1	3	1	6			CLP1_P:5
OG0002166	2	1	2	1	6			Adaptin_binding:1
OG0002167	1	1	2	2	6			Tetraspanin:4
OG0002168	1	1	2	2	6			Sel1:35
OG0002169	1	1	3	1	6			Tau95:5,Tau95_N:5
OG0002170	1	1	3	1	6			Myb_DNA-binding:18,Myb_DNA-bind_6:20
OG0002171	4	0	2	0	6			FAD_binding_3:5
OG0002172	1	2	2	1	6			Ndc80_HEC:6
OG0002173	1	1	2	2	6			CAF1:6
OG0002174	1	1	2	2	6			A_deamin:6
OG0002175	1	2	2	1	6			bZIP_1:4
OG0002176	1	1	2	2	6			Pkinase:6,PK_Tyr_Ser-Thr:6
OG0002177	5	1	0	0	6			Glyco_tran_28_C:1,UDPGT:4
OG0002178	1	1	3	1	6			Rbsn:5,FYVE:7
OG0002179	2	1	2	1	6			RRM_1:5
OG0002180	1	1	2	2	6			zf-C3HC4:1,zf-C3HC4_2:1,zf-C3HC4_3:1
OG0002181	1	1	2	2	6			Lipase_3:6
OG0002182	2	1	2	1	6			TPR_7:1,TPR_1:2,TPR_2:2,SGTA_dimer:4,TPR_8:4
OG0002183	1	1	3	1	6			Longin:6,Synaptobrevin:6
OG0002184	1	1	3	1	6			FAM32A:5
OG0002185	1	1	3	1	6			HLH:5
OG0002186	1	1	3	1	6			GATA:10
OG0002187	1	1	3	1	6			FancD2:9
OG0002188	1	1	3	1	6			PH:2,PLDc_2:5,PX:5,PLDc:10
OG0002189	1	0	5	0	6			
OG0002190	1	2	2	1	6			GTP_EFTU:6,GTP_EFTU_D2:6,GTP_EFTU_D3:6
OG0002191	1	3	1	1	6			PS_Dcarbxylase:6,C2:11
OG0002192	1	1	3	1	6			CPSF_A:5,MMS1_N:5
OG0002193	1	1	3	1	6			PX:3,PXB:3,DUF3818:6
OG0002194	1	1	3	1	6			Epimerase:4,KR:4,adh_short:5,adh_short_C2:5
OG0002195	1	1	3	1	6			adh_short:5
OG0002196	1	1	3	1	6			PRA-CH:3,Histidinol_dh:5,PRA-PH:5
OG0002197	2	1	2	1	6			LRR_6:27
OG0002198	1	1	3	1	6			PhyH:6
OG0002199	1	1	2	2	6			Ank_3:6,Ank_5:6,Ank_2:7,Ank_4:7,Ank:12
OG0002200	1	2	2	1	6			dCMP_cyt_deam_1:5,MafB19-deam:5,Inv-AAD:6
OG0002201	2	1	2	1	6			TPR_MLP1_2:4
OG0002202	1	1	2	2	6			NAD_kinase:6,NAD_kinase_C:6
OG0002203	1	1	3	1	6			Ribosomal_S10:6
OG0002204	1	1	2	2	6			Nramp:6
OG0002205	1	1	2	2	6			
OG0002206	2	1	2	1	6		MER0142516:2,MER0078753:2,MER0046821:2,MER0005841:2,MER0046874:2,MER0002345:4,MER0003386:4,MER0003823:4,MER0011744:4,MER0001218:4,MER0015259:4,MER0011096:4,MER0001214:4,MER0002423:4,MER0002283:4	Peptidase_M16:4,Peptidase_M16_M:6,Peptidase_M16_C:12
OG0002207	1	1	3	1	6			INTS5_C:5
OG0002208	1	1	3	1	6			SPARC_Ca_bdg:1,EF-hand_8:3,EF-hand_7:4,EF-hand_5:7,Mito_carr:15
OG0002209	1	2	2	1	6			Sec3_C:3,Vps52:6
OG0002210	1	2	2	1	6			Sec2p:6
OG0002211	1	1	2	2	6			Aminotran_4:6
OG0002212	1	1	3	1	6			Ribosomal_60s:6
OG0002213	1	1	3	1	6			CLASP_N:7
OG0002214	2	1	2	1	6			
OG0002215	1	1	3	1	6			NUC173:6
OG0002216	1	2	2	1	6			IATP:6
OG0002217	1	1	3	1	6			Cofilin_ADF:6
OG0002218	1	1	3	1	6			RRM_1:3
OG0002219	1	1	2	2	6			Zn_clus:4
OG0002220	1	1	2	2	6			ChaC:6
OG0002221	1	1	2	2	6			PUF:48
OG0002222	1	1	2	2	6			DEAD:6,Helicase_C:6
OG0002223	1	1	3	1	6			FBO_C:5
OG0002224	1	1	2	2	6			HDA2-3:3,DUF4208:5,Helicase_C:5,ResIII:5,SNF2-rel_dom:6,Chromo:11
OG0002225	1	1	3	1	6			Med25_VWA:4
OG0002226	2	1	1	2	6	GH38:5		Glyco_hydro_57:3,Glyco_hydro38C2:5,Alpha-mann_mid:6,Glyco_hydro_38C:6,Glyco_hydro_38N:6
OG0002227	2	1	2	1	6			FAD_binding_2:1,Lycopene_cycl:1,Pyr_redox_2:1,Thi4:1,NAD_binding_9:1,DAO:2,NAD_binding_8:4,Amino_oxidase:5
OG0002228	1	1	4	0	6			
OG0002229	2	1	2	1	6			NAD_binding_4:4,3Beta_HSD:6,Epimerase:6,GDP_Man_Dehyd:6,Polysacc_synt_2:6,RmlD_sub_bind:6
OG0002230	1	1	3	1	6			CAF1:6
OG0002231	1	2	2	1	6			EF-hand_6:1,MS_channel:6
OG0002232	1	1	3	1	6			
OG0002233	2	1	2	1	6			Profilin:6
OG0002234	1	1	3	1	6			Med26:4,TFIIS_C:5,TFIIS_M:5
OG0002235	1	1	3	1	6			EF-hand_7:1
OG0002236	1	1	3	1	6			ABC2_membrane:5,ABC_tran:5,ABC2_membrane_7:8
OG0002237	1	1	2	2	6			Mg_trans_NIPA:12
OG0002238	1	1	3	1	6			WHIM1:3,WAC_Acf1_DNA_bd:4,WSD:5
OG0002239	6	0	0	0	6			
OG0002240	3	1	1	1	6			
OG0002241	1	1	3	1	6			PQ-loop:8
OG0002242	2	1	2	1	6			RGS:2
OG0002243	1	1	3	1	6			SWI-SNF_Ssr4:3
OG0002244	1	1	3	1	6			Rax2:4
OG0002245	2	1	2	1	6			Pyr_redox_3:2,Pyr_redox:6,Pyr_redox_2:6
OG0002246	1	1	2	2	6			Oxidored_FMN:6
OG0002247	1	1	3	1	6			DUF1682:5
OG0002248	1	1	3	1	6			MCM_lid:4,AAA_3:5,AAA_5:5,MCM:5,Mg_chelatase:5,MCM_OB:6
OG0002249	1	2	2	1	6			Coatomer_WDAD:6,WD40:28
OG0002250	1	1	2	2	6			
OG0002251	1	1	3	1	6			WD40:3
OG0002252	1	1	3	1	6			Topoisom_I_N:3,Topo_C_assoc:3,Topoisom_I:6
OG0002253	2	1	1	2	6			Kinesin:6,Microtub_bd:6
OG0002254	2	1	2	1	6			Homeodomain:6
OG0002255	5	0	0	1	6			
OG0002256	1	1	2	2	6			PH:6
OG0002257	1	1	3	1	6			RNB:5
OG0002258	1	1	2	2	6			RNase_H2_suC:6
OG0002259	1	1	3	1	6			EF-hand_like:4,PI-PLC-X:5,PI-PLC-Y:5,C2:6
OG0002260	1	1	3	1	6			Init_tRNA_PT:5,Rit1_C:5
OG0002261	1	1	3	1	6			TsaD:6
OG0002262	1	1	3	1	6			RabGAP-TBC:5
OG0002263	1	1	3	1	6			zf-C3HC4_3:3
OG0002264	2	1	2	1	6			TMEM135_C_rich:3
OG0002265	1	1	2	2	6			
OG0002266	1	1	0	4	6			
OG0002267	1	1	3	1	6			
OG0002268	1	1	3	1	6			Kinase-like:3,Pkinase:3,PK_Tyr_Ser-Thr:4,Sel1:15
OG0002269	1	1	2	2	6			SIL1:5
OG0002270	2	1	2	1	6			FG-GAP:2,Zn_dep_PLPC:6
OG0002271	1	2	2	1	6			F420_oxidored:1,2-Hacid_dh:4,2-Hacid_dh_C:6
OG0002272	1	1	3	1	6			PBD:5,Pkinase:5,PK_Tyr_Ser-Thr:5
OG0002273	1	2	2	1	6			Rhodanese:6,Rhodanese_C:6,UPF0176_N:6
OG0002274	1	1	2	2	6			PHO4:6
OG0002275	1	1	3	1	6			Arm_3:5,HEAT_EZ:5,IBB:5,HEAT:6,Arm:41
OG0002276	1	1	2	2	6			Acetyltransf_1:6,Acetyltransf_10:6,Acetyltransf_7:6,FR47:6
OG0002277	1	1	3	1	6			CBF:5,NOC3p:6
OG0002278	6	0	0	0	6			
OG0002279	1	1	2	2	6			CRAL_TRIO_2:5,RasGAP:9
OG0002280	2	1	2	1	6			
OG0002281	1	1	3	1	6			K_oxygenase:2,Pyr_redox_3:4
OG0002282	1	1	2	2	6			CASP_C:6
OG0002283	1	1	2	2	6			Rad60-SLD:5,ubiquitin:6,XPC-binding:6,UBA:12
OG0002284	1	1	3	1	6			ResIII:1,DEAD:5,Helicase_C:5
OG0002285	1	2	2	1	6			Putative_PNPOx:6,Pyridox_oxase_2:6
OG0002286	1	1	2	2	6			
OG0002287	1	1	2	2	6			START:5
OG0002288	1	2	2	1	6			RNA_pol_Rpb4:6
OG0002289	1	1	2	2	6			
OG0002290	1	1	3	1	6			SWIB:6
OG0002291	1	2	2	1	6			
OG0002292	1	1	3	1	6			Fungal_trans:4,Zn_clus:5
OG0002293	1	1	3	1	6			RabGAP-TBC:5
OG0002294	1	1	3	1	6			RAI16-like:6
OG0002295	1	2	2	1	6			ACT_5:2,ACT:5,ALS_ss_C:6
OG0002296	1	1	2	2	6			AIP3:6
OG0002297	1	1	2	2	6			Response_reg:4
OG0002298	2	1	2	1	6			Med1:8
OG0002299	1	1	2	2	6			PTPS:6
OG0002300	1	1	2	2	6			
OG0002301	1	1	3	1	6			TMEM135_C_rich:1
OG0002302	1	1	3	1	6			TRIC:4
OG0002303	2	1	2	1	6			PP-binding:6
OG0002304	1	1	3	1	6	GT2:3		Ank_3:1,Ank_4:1,Ank:3,Chitin_synth_2:5,Glyco_tranf_2_3:5,Glyco_trans_2_3:5,Ank_2:6
OG0002305	1	1	2	2	6			PIG-L:6
OG0002306	2	1	2	1	6			TPR_6:1,Kdo:2,Pkinase:4,PK_Tyr_Ser-Thr:4,Sel1:72
OG0002307	1	1	3	1	6			PUF:36
OG0002308	2	1	2	1	6			F-box-like:2,RCC1_2:2,RCC1:6
OG0002309	1	1	2	2	6			
OG0002310	1	1	2	2	6			Gti1_Pac2:6
OG0002311	1	1	3	1	6			Exo_endo_phos:2
OG0002312	1	2	2	1	6			RRM_5:8,RRM_1:10,PUF:14
OG0002313	2	1	3	0	6		MER0011234:1,MER0000245:1,MER0000203:1,MER0001503:1,MER0012082:1,MER0005278:1,MER0016588:1,MER0011471:1,MER0000195:1,MER0021883:1,MER0022411:1,MER0012081:1,MER0011445:1,MER0006118:1,MER0011091:2,MER0002185:2,MER0003048:2,MER0001999:2,MER0000134:2,MER0011501:2,MER0005926:2,MER0011864:2,MER0000222:3,MER0011278:3,MER0016592:4	Trypsin:6
OG0002314	1	2	2	1	6			DUF4272:3
OG0002315	1	1	3	1	6			LRR_6:2
OG0002316	2	1	2	1	6			CN_hydrolase:6
OG0002317	1	1	3	1	6			Mito_carr:12
OG0002318	1	1	3	1	6			Glyco_hydro_17:6
OG0002319	2	1	2	1	6			SPRY:6
OG0002320	1	1	3	1	6			Dynamitin:5
OG0002321	1	1	3	1	6			Ank_3:2,Ank_4:5,GDPD:6,SPX:6,Ank:7,Ank_2:10
OG0002322	1	1	3	1	6			cwf21:5
OG0002323	1	1	2	2	6			Sugar_tr:2,MFS_1:9
OG0002324	1	2	2	1	6			Barwin:3
OG0002325	1	1	2	2	6			Ank_3:1,Ank_2:3,Ank_4:3,Bromodomain:9
OG0002326	1	1	2	2	6			
OG0002327	1	1	2	2	6			Cyclin:6,Cyclin_N:6
OG0002328	1	1	3	1	6			CP2:5
OG0002329	1	1	3	1	6			TIP120:5
OG0002330	1	1	3	1	6			Ctr:7
OG0002331	1	1	3	1	6			CBFD_NFYB_HMF:6
OG0002332	1	1	3	1	6			Zn_clus:4
OG0002333	1	1	3	1	6			PP2C:3,PP2C_2:4,SpoIIE:4
OG0002334	1	2	2	1	6			FAD_binding_1:4,NAD_binding_1:4,Flavodoxin_1:5
OG0002335	1	1	3	1	6			RNase_H_2:2,DNA_pol_B_exo1:3,DNA_pol_B_exo2:3,DNA_pol_B:5,DUF1744:5
OG0002336	1	1	3	1	6			4HBT:1
OG0002337	2	1	2	1	6			Zn_clus:4
OG0002338	1	1	3	1	6			HLH:5
OG0002339	1	1	3	1	6			Ribosomal_L27:6
OG0002340	1	1	3	1	6			Upf2:6,MIF4G:10
OG0002341	1	1	2	2	6			PCI:6
OG0002342	1	1	3	1	6			MARVEL:2
OG0002343	1	1	3	1	6			
OG0002344	1	2	2	1	6			SAD_SRA:5
OG0002345	1	1	3	1	6			
OG0002346	1	2	2	1	6			PHD:1,ING:1
OG0002347	1	2	2	1	6			RF-1:6
OG0002348	1	1	2	2	6			TPR_19:1
OG0002349	1	1	2	2	6			Arf:6,Gtr1_RagA:6,MMR_HSR1:6,Ras:6,Roc:6,SRPRB:6
OG0002350	1	1	3	1	6			Pkinase:5,PK_Tyr_Ser-Thr:5
OG0002351	1	1	2	2	6			DUF3712:6
OG0002352	2	1	2	1	6			Smr:1,zf-CCCH:2,zf-CCCH_4:2,DUF1771:5
OG0002353	1	2	2	1	6			Sugar_tr:6,MFS_1:7
OG0002354	1	1	2	2	6			
OG0002355	1	1	2	2	6			Prenyltrans:33
OG0002356	1	1	3	1	6			JmjC:5,JmjN:5,zf-HC5HC2H:5,zf-HC5HC2H_2:5
OG0002357	1	1	3	1	6			CS:3
OG0002358	1	2	2	1	6			PHM7_cyt:6,RSN1_7TM:6,RSN1_TM:6
OG0002359	1	2	2	1	6			Syntaxin-6_N:4
OG0002360	1	1	3	1	6			zf-CCHC:3,zf-CCCH:7
OG0002361	1	1	2	2	6			
OG0002362	1	1	3	1	6			MetW:1,AdoMet_MTase:5
OG0002363	1	1	3	1	6			FHA:6
OG0002364	1	1	2	2	6	CBM39+CBM6:1,CBM39:3		Glyco_hydro_16:6
OG0002365	1	1	2	2	6			Vps26:6
OG0002366	1	1	2	2	6			zf-rbx1:2,zf-RING_5:3,PA:5,zf-C3HC4:5,zf-C3HC4_2:5,zf-RING_11:5,zf-RING_2:5
OG0002367	1	1	3	1	6			
OG0002368	1	1	3	1	6			PUL:4,PFU:5,WD40:19
OG0002369	1	1	3	1	6			DLIC:12
OG0002370	1	1	1	3	6			EI24:6
OG0002371	1	1	2	2	6		MER0000344:1,MER0000335:2,MER0000325:2,MER0005078:4,MER0000336:5,MER0002516:5,MER0006074:5,MER0003117:6,MER0000338:6,MER0000356:6,MER0000359:6,MER0000357:6,MER0004720:6	Peptidase_S8:6
OG0002372	1	1	3	1	6			WD40:3,Laminin_G_3:3,Beach:5,DUF4704:5,DUF4800:5,PH_BEACH:5
OG0002373	6	0	0	0	6			DDE_3:2
OG0002374	1	1	1	3	6			MAPEG:6
OG0002375	3	1	1	1	6			SAC3_GANP:5
OG0002376	1	1	2	2	6			Glyco_transf_8:6
OG0002377	3	2	0	1	6			p450:5
OG0002378	1	1	3	1	6			LRR_1:1,LRR_4:4,RhoGEF:5,LRR_8:8
OG0002379	1	1	2	2	6			cobW:6
OG0002380	2	1	2	1	6			UvrD_C_2:4,AAA_19:5,UvrD-helicase:5,UvrD_C:5
OG0002381	1	1	3	1	6			SH3_1:1,PH_9:1,PH:6,RhoGAP:6
OG0002382	1	2	2	1	6			IF3_N:5
OG0002383	1	2	2	1	6			CBS:6,DUF21:6
OG0002384	1	1	3	1	6			AAA_2:5,AAA:6,AAA_lid_3:6,Prot_ATP_ID_OB:6
OG0002385	1	1	3	1	6			GCP_C_terminal:6,GCP_N_terminal:6
OG0002386	1	1	3	1	6			Cyclin:5,Cyclin_N:5
OG0002387	1	1	3	1	6			BRO1:5,ALIX_LYPXL_bnd:5
OG0002388	1	1	2	2	6			HSF_DNA-bind:6,Response_reg:6
OG0002389	1	1	3	1	6			MutS_I:5,MutS_II:5,MutS_III:5,MutS_IV:5,MutS_V:5
OG0002390	1	1	3	1	6			MreB_Mbl:1,Actin:6
OG0002391	1	1	3	1	6			Plk4_PB1:1,Plk4_PB2:2,Pkinase_fungal:3,Pkinase:4,PK_Tyr_Ser-Thr:4
OG0002392	1	1	3	1	6			ABC_membrane:6,ABC_tran:6
OG0002393	1	1	1	3	6			tRNA-synt_1b:10
OG0002394	1	1	3	1	6			Methyltr_RsmB-F:6
OG0002395	1	1	3	1	6			Uds1:5
OG0002396	1	1	2	2	6			
OG0002397	1	1	3	1	6		MER0022005:6,MER0021993:6,MER0003198:6,MER0029970:6,MER0122119:6,MER0022060:6,MER0022069:6,MER0022061:6,MER0029807:6	Prok-JAB:5,JAB:6,MitMem_reg:6
OG0002398	1	1	3	1	6			NIF3:6
OG0002399	1	1	3	1	6			HLH:5
OG0002400	2	1	2	1	6			Acyl-CoA_dh_1:6,Acyl-CoA_dh_2:6,Acyl-CoA_dh_M:6,Acyl-CoA_dh_N:6
OG0002401	1	1	3	1	6			Cnd1:1,HEAT_2:1
OG0002402	1	2	2	1	6			Complex1_LYR_2:2,Complex1_LYR:6
OG0002403	1	2	2	1	6			Gpi1:6
OG0002404	1	1	2	2	6			PHD:5,PHD_2:5,Bromodomain:6,EPL1:6,zf-HC5HC2H:6,zf-HC5HC2H_2:6
OG0002405	1	1	3	1	6			UBA:1,DUF2362:7
OG0002406	1	2	2	1	6			Gcd10p:7
OG0002407	1	1	3	1	6			COG5:3
OG0002408	1	1	3	1	6			
OG0002409	1	1	3	1	6			
OG0002410	1	1	3	1	6			AMP-binding_C:5,AMP-binding:6
OG0002411	1	1	3	1	6			Auto_anti-p27:10
OG0002412	1	1	2	2	6			CRAL_TRIO_N:2,CRAL_TRIO_2:5,CRAL_TRIO:6
OG0002413	1	1	3	1	6			Drc1-Sld2:3
OG0002414	2	1	2	1	6			Fungal_trans:2,Zn_clus:5
OG0002415	1	2	2	1	6			Gelsolin:6,Sec23_BS:6,Sec23_helical:6,Sec23_trunk:6,zf-Sec23_Sec24:6
OG0002416	2	1	2	1	6			p450:6
OG0002417	1	1	2	2	6			Nup96:6
OG0002418	1	1	3	1	6			RRM_1:5
OG0002419	1	1	2	2	6			AMPK1_CBM:6,AMPKBI:6
OG0002420	1	1	1	3	6		MER0031253:2,MER0011139:3,MER0011032:6	PgaPase_1:2,Peptidase_C15:6
OG0002421	1	1	3	1	6			SH2:1,SPT6_acidic:2,HHH_9:4,HHH_7:5,HTH_44:5,YqgF:5,SH2_2:6
OG0002422	1	1	3	1	6			AD:6
OG0002423	1	1	3	1	6			AAA_5:5,MCM:5,MCM_lid:5,MCM_N:5,MCM_OB:5
OG0002424	1	1	3	1	6		MER0011211:1,MER0002721:1,MER0026205:1,MER0005029:2,MER0002728:2,MER0011143:4,MER0001629:5,MER0011811:5,MER0011215:5,MER0005831:5,MER0001978:5,MER0003580:6,MER0006124:6,MER0011800:6	G_glu_transpept:6
