Orthogroup	Conidiobolus_thromboides_FSU_785.Conth1.v1.aa	Entomophaga_maimaiga_ARSEF_7190.v1.aa	Entomophthora_muscae_UCB.v3_longest.aa	Zoophthora_radicans_ATCC_208865.aa	Total
OG0002750	0	0	6	0	6
OG0002751	0	0	6	0	6
OG0002752	0	0	6	0	6
OG0002753	0	0	6	0	6
OG0002754	0	0	0	6	6
OG0002755	0	0	0	6	6
OG0002756	0	0	0	6	6
OG0002757	0	0	0	6	6
OG0002758	0	0	0	6	6
OG0002759	0	0	0	6	6
OG0002760	0	0	0	6	6
OG0002761	0	0	0	6	6
OG0002762	0	0	0	6	6
OG0002763	0	0	0	6	6
OG0002764	0	0	0	6	6
OG0002765	0	0	0	6	6
OG0002766	0	0	0	6	6
OG0002767	0	0	0	6	6
OG0002768	0	0	0	6	6
OG0002769	0	0	0	6	6
OG0002770	0	0	0	6	6
OG0002771	0	0	0	6	6
OG0002772	0	0	0	6	6
OG0002773	0	0	0	6	6
OG0002774	0	0	0	6	6
OG0002775	0	0	0	6	6
OG0002776	0	0	0	6	6
OG0002777	0	0	0	6	6
OG0002778	0	0	0	6	6
OG0002779	0	0	0	6	6
OG0002780	0	0	0	6	6
OG0002781	0	0	0	6	6
OG0002782	0	0	0	6	6
OG0002783	0	0	0	6	6
OG0002784	0	0	0	6	6
OG0002785	0	0	0	6	6
OG0002786	0	0	0	6	6
OG0002787	0	0	0	6	6
OG0002788	0	0	0	6	6
OG0002789	0	0	0	6	6
OG0002790	1	1	2	1	5
OG0002791	1	1	2	1	5
OG0002792	1	1	2	1	5
OG0002793	1	1	2	1	5
OG0002794	1	1	2	1	5
OG0002795	1	1	2	1	5
OG0002796	1	1	2	1	5
OG0002797	1	1	2	1	5
OG0002798	1	1	2	1	5
OG0002799	1	2	1	1	5
OG0002800	1	1	2	1	5
OG0002801	1	1	2	1	5
OG0002802	1	1	2	1	5
OG0002803	1	1	2	1	5
OG0002804	1	1	2	1	5
OG0002805	2	1	1	1	5
OG0002806	1	1	2	1	5
OG0002807	1	1	2	1	5
OG0002808	1	1	2	1	5
OG0002809	1	1	2	1	5
OG0002810	1	1	2	1	5
OG0002811	1	1	2	1	5
OG0002812	1	1	2	1	5
OG0002813	1	1	2	1	5
OG0002814	1	1	2	1	5
OG0002815	5	0	0	0	5
OG0002816	1	1	2	1	5
OG0002817	1	1	2	1	5
OG0002818	1	1	2	1	5
OG0002819	1	1	2	1	5
OG0002820	1	1	2	1	5
OG0002821	1	1	2	1	5
OG0002822	1	1	2	1	5
OG0002823	1	1	2	1	5
OG0002824	1	1	2	1	5
OG0002825	1	1	2	1	5
OG0002826	1	1	2	1	5
OG0002827	1	1	2	1	5
OG0002828	1	1	2	1	5
OG0002829	1	1	2	1	5
OG0002830	1	1	2	1	5
OG0002831	1	1	2	1	5
OG0002832	1	1	2	1	5
OG0002833	1	1	2	1	5
OG0002834	1	1	2	1	5
OG0002835	1	1	1	2	5
OG0002836	1	1	2	1	5
OG0002837	1	1	2	1	5
OG0002838	1	1	2	1	5
OG0002839	1	1	2	1	5
OG0002840	1	1	2	1	5
OG0002841	1	1	2	1	5
OG0002842	1	1	2	1	5
OG0002843	1	1	2	1	5
OG0002844	5	0	0	0	5
OG0002845	1	1	2	1	5
OG0002846	1	1	2	1	5
OG0002847	1	1	2	1	5
OG0002848	1	1	2	1	5
OG0002849	1	1	2	1	5
OG0002850	1	1	2	1	5
OG0002851	1	1	2	1	5
OG0002852	1	1	2	1	5
OG0002853	1	1	2	1	5
OG0002854	1	1	2	1	5
OG0002855	1	1	2	1	5
OG0002856	1	1	2	1	5
OG0002857	1	1	2	1	5
OG0002858	1	1	2	1	5
OG0002859	1	1	2	1	5
OG0002860	1	1	2	1	5
OG0002861	1	1	2	1	5
OG0002862	1	1	2	1	5
OG0002863	1	1	3	0	5
OG0002864	1	1	2	1	5
OG0002865	5	0	0	0	5
OG0002866	5	0	0	0	5
OG0002867	1	1	1	2	5
OG0002868	1	1	2	1	5
OG0002869	1	1	2	1	5
OG0002870	1	1	2	1	5
OG0002871	1	1	2	1	5
OG0002872	1	1	2	1	5
OG0002873	1	1	2	1	5
OG0002874	1	2	1	1	5
OG0002875	1	1	2	1	5
OG0002876	1	1	2	1	5
OG0002877	1	1	2	1	5
OG0002878	1	1	2	1	5
OG0002879	1	1	2	1	5
OG0002880	1	1	2	1	5
OG0002881	1	1	2	1	5
OG0002882	1	1	2	1	5
OG0002883	1	1	2	1	5
OG0002884	1	1	2	1	5
OG0002885	1	1	2	1	5
OG0002886	1	1	2	1	5
OG0002887	1	1	2	1	5
OG0002888	1	1	2	1	5
OG0002889	2	1	2	0	5
OG0002890	1	1	2	1	5
OG0002891	1	1	2	1	5
OG0002892	1	1	2	1	5
OG0002893	1	1	2	1	5
OG0002894	1	1	2	1	5
OG0002895	1	1	2	1	5
OG0002896	1	1	2	1	5
OG0002897	1	1	2	1	5
OG0002898	1	2	1	1	5
OG0002899	1	1	2	1	5
OG0002900	1	1	2	1	5
OG0002901	1	1	2	1	5
OG0002902	1	1	2	1	5
OG0002903	1	1	2	1	5
OG0002904	1	1	2	1	5
OG0002905	1	1	2	1	5
OG0002906	1	1	2	1	5
OG0002907	1	1	2	1	5
OG0002908	1	1	3	0	5
OG0002909	1	1	2	1	5
OG0002910	1	1	2	1	5
OG0002911	1	1	2	1	5
OG0002912	1	1	2	1	5
OG0002913	1	1	2	1	5
OG0002914	1	1	2	1	5
OG0002915	1	1	2	1	5
OG0002916	1	1	2	1	5
OG0002917	1	1	2	1	5
OG0002918	1	1	2	1	5
OG0002919	1	1	1	2	5
OG0002920	1	1	2	1	5
OG0002921	1	1	2	1	5
OG0002922	1	1	2	1	5
OG0002923	1	1	2	1	5
OG0002924	1	1	2	1	5
OG0002925	1	1	2	1	5
OG0002926	1	1	2	1	5
OG0002927	1	1	2	1	5
OG0002928	1	1	2	1	5
OG0002929	1	1	2	1	5
OG0002930	1	1	2	1	5
OG0002931	1	1	2	1	5
OG0002932	1	1	2	1	5
OG0002933	1	1	2	1	5
OG0002934	1	1	2	1	5
OG0002935	1	1	2	1	5
OG0002936	1	1	2	1	5
OG0002937	1	1	2	1	5
OG0002938	1	2	2	0	5
OG0002939	1	1	2	1	5
OG0002940	1	1	2	1	5
OG0002941	1	1	2	1	5
OG0002942	1	1	2	1	5
OG0002943	1	1	2	1	5
OG0002944	1	1	2	1	5
OG0002945	1	1	2	1	5
OG0002946	1	1	2	1	5
OG0002947	1	1	2	1	5
OG0002948	1	1	2	1	5
OG0002949	1	1	2	1	5
OG0002950	1	1	2	1	5
OG0002951	1	1	2	1	5
OG0002952	1	1	2	1	5
OG0002953	1	1	2	1	5
OG0002954	1	1	1	2	5
OG0002955	1	1	1	2	5
OG0002956	1	1	2	1	5
OG0002957	1	1	2	1	5
OG0002958	1	1	2	1	5
OG0002959	2	0	3	0	5
OG0002960	1	1	2	1	5
OG0002961	1	1	2	1	5
OG0002962	1	1	2	1	5
OG0002963	1	1	0	3	5
OG0002964	1	2	1	1	5
OG0002965	1	1	2	1	5
OG0002966	1	1	2	1	5
OG0002967	1	1	2	1	5
OG0002968	1	1	2	1	5
OG0002969	1	1	2	1	5
OG0002970	1	1	2	1	5
OG0002971	1	1	2	1	5
OG0002972	1	1	2	1	5
OG0002973	1	1	2	1	5
OG0002974	1	1	2	1	5
OG0002975	1	1	2	1	5
OG0002976	1	1	2	1	5
OG0002977	1	1	2	1	5
OG0002978	1	1	2	1	5
OG0002979	1	1	2	1	5
OG0002980	1	1	2	1	5
OG0002981	1	1	2	1	5
OG0002982	1	1	2	1	5
OG0002983	1	1	2	1	5
OG0002984	1	1	2	1	5
OG0002985	1	1	2	1	5
OG0002986	1	1	2	1	5
OG0002987	1	1	2	1	5
OG0002988	1	1	2	1	5
OG0002989	1	1	2	1	5
OG0002990	1	2	2	0	5
OG0002991	1	1	2	1	5
OG0002992	1	1	2	1	5
OG0002993	1	1	2	1	5
OG0002994	1	1	2	1	5
OG0002995	1	1	2	1	5
OG0002996	1	1	2	1	5
OG0002997	1	1	1	2	5
OG0002998	1	1	2	1	5
OG0002999	1	1	2	1	5
OG0003000	1	1	2	1	5
OG0003001	1	1	2	1	5
OG0003002	1	1	2	1	5
OG0003003	2	1	1	1	5
OG0003004	1	1	2	1	5
OG0003005	1	1	2	1	5
OG0003006	1	1	2	1	5
OG0003007	1	1	2	1	5
OG0003008	1	1	2	1	5
OG0003009	1	1	2	1	5
OG0003010	1	1	2	1	5
OG0003011	1	1	2	1	5
OG0003012	5	0	0	0	5
OG0003013	1	1	2	1	5
OG0003014	1	1	2	1	5
OG0003015	1	1	2	1	5
OG0003016	1	1	2	1	5
OG0003017	1	1	2	1	5
OG0003018	1	1	2	1	5
OG0003019	1	1	2	1	5
OG0003020	1	1	2	1	5
OG0003021	1	1	2	1	5
OG0003022	1	1	2	1	5
OG0003023	1	1	2	1	5
OG0003024	1	1	2	1	5
OG0003025	1	1	2	1	5
OG0003026	1	1	2	1	5
OG0003027	1	1	2	1	5
OG0003028	1	1	2	1	5
OG0003029	1	1	2	1	5
OG0003030	1	1	2	1	5
OG0003031	1	1	2	1	5
OG0003032	1	1	2	1	5
OG0003033	1	1	2	1	5
OG0003034	1	1	2	1	5
OG0003035	1	1	2	1	5
OG0003036	1	1	2	1	5
OG0003037	1	1	2	1	5
OG0003038	1	1	2	1	5
OG0003039	1	1	2	1	5
OG0003040	1	1	2	1	5
OG0003041	1	1	2	1	5
OG0003042	1	1	2	1	5
OG0003043	1	1	2	1	5
OG0003044	1	1	2	1	5
OG0003045	1	1	2	1	5
OG0003046	1	1	2	1	5
OG0003047	1	1	2	1	5
OG0003048	1	1	2	1	5
OG0003049	1	1	2	1	5
OG0003050	1	1	2	1	5
OG0003051	1	1	2	1	5
OG0003052	1	1	2	1	5
OG0003053	1	1	2	1	5
OG0003054	1	1	2	1	5
OG0003055	1	1	2	1	5
OG0003056	1	1	2	1	5
OG0003057	1	2	1	1	5
OG0003058	1	1	2	1	5
OG0003059	1	1	2	1	5
OG0003060	1	1	2	1	5
OG0003061	1	1	2	1	5
OG0003062	1	1	2	1	5
OG0003063	1	1	2	1	5
OG0003064	1	1	2	1	5
OG0003065	1	1	2	1	5
OG0003066	1	1	2	1	5
OG0003067	1	1	2	1	5
OG0003068	1	1	2	1	5
OG0003069	1	1	1	2	5
OG0003070	1	1	2	1	5
OG0003071	1	1	1	2	5
OG0003072	1	1	2	1	5
OG0003073	1	1	2	1	5
OG0003074	1	1	2	1	5
OG0003075	1	1	2	1	5
OG0003076	1	1	2	1	5
OG0003077	1	1	2	1	5
OG0003078	1	1	2	1	5
OG0003079	1	1	2	1	5
OG0003080	1	1	2	1	5
OG0003081	1	1	2	1	5
OG0003082	1	1	2	1	5
OG0003083	1	1	2	1	5
OG0003084	1	1	2	1	5
OG0003085	1	1	2	1	5
OG0003086	1	1	2	1	5
OG0003087	1	1	2	1	5
OG0003088	1	1	2	1	5
OG0003089	1	1	1	2	5
OG0003090	1	1	2	1	5
OG0003091	1	1	2	1	5
OG0003092	1	1	2	1	5
OG0003093	1	1	2	1	5
OG0003094	1	1	2	1	5
OG0003095	1	1	2	1	5
OG0003096	1	1	2	1	5
OG0003097	1	1	1	2	5
OG0003098	1	2	1	1	5
OG0003099	1	1	2	1	5
OG0003100	1	1	1	2	5
OG0003101	1	1	2	1	5
OG0003102	1	1	2	1	5
OG0003103	1	1	2	1	5
OG0003104	1	1	2	1	5
OG0003105	1	1	2	1	5
OG0003106	1	1	2	1	5
OG0003107	1	1	1	2	5
OG0003108	1	1	2	1	5
OG0003109	1	1	2	1	5
OG0003110	1	1	2	1	5
OG0003111	1	1	2	1	5
OG0003112	1	1	2	1	5
OG0003113	1	1	2	1	5
OG0003114	1	1	2	1	5
OG0003115	1	1	2	1	5
OG0003116	1	1	2	1	5
OG0003117	1	1	2	1	5
OG0003118	2	1	1	1	5
OG0003119	1	1	2	1	5
OG0003120	1	1	2	1	5
OG0003121	1	1	2	1	5
OG0003122	1	1	2	1	5
OG0003123	1	1	2	1	5
OG0003124	1	1	2	1	5
OG0003125	1	1	2	1	5
OG0003126	1	1	2	1	5
OG0003127	1	1	2	1	5
OG0003128	1	1	2	1	5
OG0003129	1	1	2	1	5
OG0003130	1	1	2	1	5
OG0003131	1	1	3	0	5
OG0003132	1	1	2	1	5
OG0003133	1	2	1	1	5
OG0003134	1	1	1	2	5
OG0003135	1	1	2	1	5
OG0003136	1	1	2	1	5
OG0003137	1	1	2	1	5
OG0003138	1	1	2	1	5
OG0003139	1	1	2	1	5
OG0003140	1	1	1	2	5
OG0003141	1	1	2	1	5
OG0003142	1	1	2	1	5
OG0003143	1	1	2	1	5
OG0003144	1	1	2	1	5
OG0003145	1	1	2	1	5
OG0003146	1	1	2	1	5
OG0003147	1	1	2	1	5
OG0003148	1	1	2	1	5
OG0003149	1	1	2	1	5
OG0003150	1	1	2	1	5
OG0003151	1	1	2	1	5
OG0003152	1	1	2	1	5
OG0003153	1	1	2	1	5
OG0003154	1	1	2	1	5
OG0003155	1	1	2	1	5
OG0003156	1	1	2	1	5
OG0003157	1	1	2	1	5
OG0003158	1	1	2	1	5
OG0003159	1	2	1	1	5
OG0003160	1	1	2	1	5
OG0003161	1	1	2	1	5
OG0003162	1	1	2	1	5
OG0003163	1	1	2	1	5
OG0003164	1	1	2	1	5
OG0003165	1	1	2	1	5
OG0003166	1	1	2	1	5
OG0003167	1	0	3	1	5
OG0003168	1	1	2	1	5
OG0003169	1	1	2	1	5
OG0003170	5	0	0	0	5
OG0003171	1	1	2	1	5
OG0003172	1	1	2	1	5
OG0003173	1	1	2	1	5
OG0003174	1	1	2	1	5
OG0003175	1	1	2	1	5
OG0003176	1	1	2	1	5
OG0003177	1	1	2	1	5
OG0003178	1	1	2	1	5
OG0003179	1	1	2	1	5
OG0003180	1	1	2	1	5
OG0003181	1	1	2	1	5
OG0003182	1	1	2	1	5
OG0003183	1	1	2	1	5
OG0003184	1	1	1	2	5
OG0003185	1	1	2	1	5
OG0003186	1	1	2	1	5
OG0003187	1	1	2	1	5
OG0003188	1	1	2	1	5
OG0003189	1	1	2	1	5
OG0003190	1	1	2	1	5
OG0003191	1	1	2	1	5
OG0003192	1	1	2	1	5
OG0003193	1	1	2	1	5
OG0003194	1	1	2	1	5
OG0003195	1	1	1	2	5
OG0003196	1	1	2	1	5
OG0003197	1	1	2	1	5
OG0003198	1	1	2	1	5
OG0003199	1	1	2	1	5
OG0003200	1	1	2	1	5
OG0003201	1	2	1	1	5
OG0003202	1	1	2	1	5
OG0003203	1	1	2	1	5
OG0003204	1	1	2	1	5
OG0003205	1	1	2	1	5
OG0003206	1	2	1	1	5
OG0003207	1	1	2	1	5
OG0003208	1	1	2	1	5
OG0003209	1	1	2	1	5
OG0003210	1	1	2	1	5
OG0003211	1	1	1	2	5
OG0003212	1	1	2	1	5
OG0003213	1	0	3	1	5
OG0003214	1	1	2	1	5
OG0003215	1	1	2	1	5
OG0003216	1	1	2	1	5
OG0003217	1	1	1	2	5
OG0003218	1	1	2	1	5
OG0003219	1	1	2	1	5
OG0003220	1	1	2	1	5
OG0003221	1	1	2	1	5
OG0003222	1	1	2	1	5
OG0003223	1	1	2	1	5
OG0003224	1	1	2	1	5
OG0003225	1	1	2	1	5
OG0003226	1	1	2	1	5
OG0003227	1	1	2	1	5
OG0003228	1	1	1	2	5
OG0003229	1	2	1	1	5
OG0003230	1	1	2	1	5
OG0003231	1	1	2	1	5
OG0003232	1	1	2	1	5
OG0003233	1	1	2	1	5
OG0003234	1	1	2	1	5
OG0003235	1	1	2	1	5
OG0003236	1	1	2	1	5
OG0003237	1	1	2	1	5
OG0003238	1	1	2	1	5
OG0003239	1	1	2	1	5
OG0003240	1	1	2	1	5
OG0003241	1	1	2	1	5
OG0003242	1	1	2	1	5
OG0003243	1	1	2	1	5
OG0003244	1	1	2	1	5
OG0003245	1	1	2	1	5
OG0003246	1	1	2	1	5
OG0003247	1	1	2	1	5
OG0003248	1	1	2	1	5
OG0003249	1	1	2	1	5
OG0003250	1	1	2	1	5
OG0003251	1	1	2	1	5
OG0003252	1	1	2	1	5
OG0003253	1	1	2	1	5
OG0003254	1	1	2	1	5
OG0003255	1	1	2	1	5
OG0003256	1	1	2	1	5
OG0003257	1	1	2	1	5
OG0003258	1	1	2	1	5
OG0003259	1	1	2	1	5
OG0003260	1	1	2	1	5
OG0003261	1	1	2	1	5
OG0003262	1	1	2	1	5
OG0003263	1	0	2	2	5
OG0003264	1	1	2	1	5
OG0003265	1	1	2	1	5
OG0003266	1	1	2	1	5
OG0003267	1	1	2	1	5
OG0003268	1	1	2	1	5
OG0003269	1	1	2	1	5
OG0003270	1	1	2	1	5
OG0003271	1	1	2	1	5
OG0003272	1	1	1	2	5
OG0003273	1	1	2	1	5
OG0003274	1	1	2	1	5
OG0003275	1	1	2	1	5
OG0003276	1	1	2	1	5
OG0003277	1	1	2	1	5
OG0003278	1	1	2	1	5
OG0003279	2	1	1	1	5
OG0003280	1	1	2	1	5
OG0003281	1	1	2	1	5
OG0003282	1	1	2	1	5
OG0003283	1	1	2	1	5
OG0003284	1	1	2	1	5
OG0003285	1	1	2	1	5
OG0003286	1	1	2	1	5
OG0003287	1	1	2	1	5
OG0003288	1	1	2	1	5
OG0003289	2	1	1	1	5
OG0003290	1	1	2	1	5
OG0003291	1	1	2	1	5
OG0003292	1	1	2	1	5
OG0003293	1	2	1	1	5
OG0003294	1	1	2	1	5
OG0003295	1	1	2	1	5
OG0003296	1	1	2	1	5
OG0003297	1	1	2	1	5
OG0003298	1	1	2	1	5
OG0003299	1	1	2	1	5
OG0003300	1	1	2	1	5
OG0003301	1	1	2	1	5
OG0003302	1	1	2	1	5
OG0003303	1	1	2	1	5
OG0003304	1	1	2	1	5
OG0003305	1	1	1	2	5
OG0003306	1	1	2	1	5
OG0003307	1	1	2	1	5
OG0003308	1	1	2	1	5
OG0003309	1	1	2	1	5
OG0003310	1	1	2	1	5
OG0003311	1	1	1	2	5
OG0003312	1	1	2	1	5
OG0003313	1	1	2	1	5
OG0003314	1	1	2	1	5
OG0003315	1	1	2	1	5
OG0003316	1	1	2	1	5
OG0003317	1	1	2	1	5
OG0003318	1	1	2	1	5
OG0003319	1	1	2	1	5
OG0003320	1	1	2	1	5
OG0003321	1	1	2	1	5
OG0003322	1	1	2	1	5
OG0003323	1	1	1	2	5
OG0003324	1	1	2	1	5
OG0003325	1	1	2	1	5
OG0003326	1	1	2	1	5
OG0003327	1	1	2	1	5
OG0003328	1	1	2	1	5
OG0003329	1	1	2	1	5
OG0003330	1	1	2	1	5
OG0003331	1	1	2	1	5
OG0003332	1	1	2	1	5
OG0003333	1	1	2	1	5
OG0003334	1	1	2	1	5
OG0003335	1	1	2	1	5
OG0003336	1	1	2	1	5
OG0003337	2	1	1	1	5
OG0003338	1	1	2	1	5
OG0003339	1	1	2	1	5
OG0003340	1	1	2	1	5
OG0003341	1	1	2	1	5
OG0003342	1	1	2	1	5
OG0003343	1	1	2	1	5
OG0003344	1	1	2	1	5
OG0003345	1	1	3	0	5
OG0003346	1	1	2	1	5
OG0003347	1	1	2	1	5
OG0003348	1	1	2	1	5
OG0003349	1	1	2	1	5
OG0003350	1	1	2	1	5
OG0003351	1	1	2	1	5
OG0003352	1	1	2	1	5
OG0003353	1	1	2	1	5
OG0003354	1	1	2	1	5
OG0003355	1	1	2	1	5
OG0003356	1	1	2	1	5
OG0003357	1	1	2	1	5
OG0003358	1	1	2	1	5
OG0003359	1	1	2	1	5
OG0003360	1	1	2	1	5
OG0003361	1	1	2	1	5
OG0003362	1	1	2	1	5
OG0003363	1	1	2	1	5
OG0003364	1	1	2	1	5
OG0003365	1	1	2	1	5
OG0003366	1	1	2	1	5
OG0003367	1	1	2	1	5
OG0003368	1	1	2	1	5
OG0003369	1	1	2	1	5
OG0003370	1	1	2	1	5
OG0003371	1	1	2	1	5
OG0003372	1	1	2	1	5
OG0003373	1	1	3	0	5
OG0003374	1	1	2	1	5
OG0003375	1	1	2	1	5
OG0003376	1	1	2	1	5
OG0003377	1	1	2	1	5
OG0003378	1	1	2	1	5
OG0003379	1	1	2	1	5
OG0003380	1	1	2	1	5
OG0003381	1	1	2	1	5
OG0003382	1	1	2	1	5
OG0003383	1	1	2	1	5
OG0003384	1	1	2	1	5
OG0003385	1	1	2	1	5
OG0003386	1	1	2	1	5
OG0003387	1	1	2	1	5
OG0003388	1	1	2	1	5
OG0003389	1	1	2	1	5
OG0003390	1	1	2	1	5
OG0003391	1	1	2	1	5
OG0003392	1	1	2	1	5
OG0003393	1	1	2	1	5
OG0003394	1	1	2	1	5
OG0003395	1	1	2	1	5
OG0003396	1	1	2	1	5
OG0003397	1	1	2	1	5
OG0003398	1	1	2	1	5
OG0003399	1	1	2	1	5
OG0003400	1	1	2	1	5
OG0003401	1	1	2	1	5
OG0003402	1	1	2	1	5
OG0003403	1	1	2	1	5
OG0003404	1	1	2	1	5
OG0003405	1	1	2	1	5
OG0003406	1	1	2	1	5
OG0003407	1	1	2	1	5
OG0003408	1	1	2	1	5
OG0003409	1	1	2	1	5
OG0003410	1	1	2	1	5
OG0003411	1	1	1	2	5
OG0003412	1	1	2	1	5
OG0003413	1	1	2	1	5
OG0003414	1	1	2	1	5
OG0003415	1	1	2	1	5
OG0003416	1	1	2	1	5
OG0003417	1	1	2	1	5
OG0003418	1	1	2	1	5
OG0003419	1	1	2	1	5
OG0003420	5	0	0	0	5
OG0003421	1	1	2	1	5
OG0003422	1	1	2	1	5
OG0003423	1	1	2	1	5
OG0003424	1	1	2	1	5
OG0003425	1	1	2	1	5
OG0003426	1	1	2	1	5
OG0003427	1	1	2	1	5
OG0003428	2	1	2	0	5
OG0003429	1	1	2	1	5
OG0003430	1	1	2	1	5
OG0003431	1	1	2	1	5
OG0003432	1	1	2	1	5
OG0003433	1	1	2	1	5
OG0003434	1	1	2	1	5
OG0003435	1	1	2	1	5
OG0003436	1	1	2	1	5
OG0003437	1	1	2	1	5
OG0003438	1	1	2	1	5
OG0003439	1	1	2	1	5
OG0003440	1	1	2	1	5
OG0003441	1	1	2	1	5
OG0003442	1	1	2	1	5
OG0003443	1	1	2	1	5
OG0003444	1	1	2	1	5
OG0003445	1	1	2	1	5
OG0003446	1	1	2	1	5
OG0003447	5	0	0	0	5
OG0003448	1	1	2	1	5
OG0003449	1	1	2	1	5
OG0003450	1	1	2	1	5
OG0003451	1	1	2	1	5
OG0003452	1	1	2	1	5
OG0003453	1	1	2	1	5
OG0003454	1	1	2	1	5
OG0003455	1	1	2	1	5
OG0003456	5	0	0	0	5
OG0003457	1	1	2	1	5
OG0003458	1	1	1	2	5
OG0003459	1	1	2	1	5
OG0003460	1	1	2	1	5
OG0003461	1	1	2	1	5
OG0003462	1	1	2	1	5
OG0003463	2	1	1	1	5
OG0003464	1	1	2	1	5
OG0003465	1	1	2	1	5
OG0003466	1	1	2	1	5
OG0003467	1	1	2	1	5
OG0003468	1	1	2	1	5
OG0003469	1	1	2	1	5
OG0003470	1	2	2	0	5
OG0003471	1	1	2	1	5
OG0003472	1	2	1	1	5
OG0003473	1	1	2	1	5
OG0003474	1	1	2	1	5
OG0003475	1	1	2	1	5
OG0003476	1	1	2	1	5
OG0003477	1	1	2	1	5
OG0003478	1	1	2	1	5
OG0003479	1	1	2	1	5
OG0003480	1	1	2	1	5
OG0003481	1	1	2	1	5
OG0003482	1	1	2	1	5
OG0003483	1	1	2	1	5
OG0003484	1	1	2	1	5
OG0003485	1	1	2	1	5
OG0003486	1	1	2	1	5
OG0003487	1	1	2	1	5
OG0003488	1	1	2	1	5
OG0003489	1	1	2	1	5
OG0003490	1	1	2	1	5
OG0003491	1	1	2	1	5
OG0003492	1	1	2	1	5
OG0003493	1	1	2	1	5
OG0003494	1	1	2	1	5
OG0003495	1	1	2	1	5
OG0003496	1	1	2	1	5
OG0003497	1	1	2	1	5
OG0003498	1	1	2	1	5
OG0003499	1	1	2	1	5
OG0003500	1	1	2	1	5
OG0003501	1	2	1	1	5
OG0003502	1	1	2	1	5
OG0003503	1	1	2	1	5
OG0003504	1	1	2	1	5
OG0003505	1	1	2	1	5
OG0003506	1	1	2	1	5
OG0003507	1	1	2	1	5
OG0003508	1	1	2	1	5
OG0003509	1	1	2	1	5
OG0003510	1	1	2	1	5
OG0003511	1	1	2	1	5
OG0003512	1	1	2	1	5
OG0003513	1	1	2	1	5
OG0003514	1	1	2	1	5
OG0003515	1	1	2	1	5
OG0003516	1	1	2	1	5
OG0003517	1	1	2	1	5
OG0003518	1	1	2	1	5
OG0003519	1	1	2	1	5
OG0003520	1	1	2	1	5
OG0003521	1	1	2	1	5
OG0003522	1	1	2	1	5
OG0003523	1	1	2	1	5
OG0003524	1	1	2	1	5
OG0003525	1	1	2	1	5
OG0003526	1	1	2	1	5
OG0003527	1	1	2	1	5
OG0003528	1	1	2	1	5
OG0003529	1	1	2	1	5
OG0003530	1	1	2	1	5
OG0003531	1	1	2	1	5
OG0003532	2	1	2	0	5
OG0003533	1	1	2	1	5
OG0003534	1	1	2	1	5
OG0003535	1	1	2	1	5
OG0003536	1	1	2	1	5
OG0003537	1	1	2	1	5
OG0003538	1	1	2	1	5
OG0003539	1	1	2	1	5
OG0003540	1	1	2	1	5
OG0003541	1	1	2	1	5
OG0003542	1	1	2	1	5
OG0003543	1	1	2	1	5
OG0003544	1	1	2	1	5
OG0003545	1	1	2	1	5
OG0003546	1	1	2	1	5
OG0003547	1	1	1	2	5
OG0003548	1	1	2	1	5
OG0003549	1	1	2	1	5
OG0003550	1	1	2	1	5
OG0003551	1	1	2	1	5
OG0003552	1	1	2	1	5
OG0003553	1	1	2	1	5
OG0003554	1	1	2	1	5
OG0003555	1	1	2	1	5
OG0003556	1	1	2	1	5
OG0003557	1	1	2	1	5
OG0003558	1	1	2	1	5
OG0003559	2	1	2	0	5
OG0003560	1	1	2	1	5
OG0003561	1	1	2	1	5
OG0003562	1	1	2	1	5
OG0003563	1	1	2	1	5
OG0003564	1	1	2	1	5
OG0003565	1	1	2	1	5
OG0003566	1	2	2	0	5
OG0003567	1	1	2	1	5
OG0003568	1	1	2	1	5
OG0003569	1	1	2	1	5
OG0003570	1	1	2	1	5
OG0003571	1	1	2	1	5
OG0003572	1	1	2	1	5
OG0003573	1	1	2	1	5
OG0003574	2	1	1	1	5
OG0003575	1	1	2	1	5
OG0003576	1	1	2	1	5
OG0003577	1	1	2	1	5
OG0003578	1	1	1	2	5
OG0003579	1	2	1	1	5
OG0003580	1	1	1	2	5
OG0003581	1	1	2	1	5
OG0003582	1	1	2	1	5
OG0003583	1	1	2	1	5
OG0003584	1	1	2	1	5
OG0003585	1	1	2	1	5
OG0003586	1	1	2	1	5
OG0003587	1	1	2	1	5
OG0003588	1	1	2	1	5
OG0003589	1	1	2	1	5
OG0003590	1	1	2	1	5
OG0003591	1	1	2	1	5
OG0003592	1	1	2	1	5
OG0003593	1	1	2	1	5
OG0003594	1	1	2	1	5
OG0003595	1	1	2	1	5
OG0003596	1	1	2	1	5
OG0003597	1	1	2	1	5
OG0003598	1	1	2	1	5
OG0003599	1	1	2	1	5
OG0003600	1	1	2	1	5
OG0003601	1	1	2	1	5
OG0003602	1	1	2	1	5
OG0003603	1	1	2	1	5
OG0003604	1	1	2	1	5
OG0003605	1	1	2	1	5
OG0003606	1	1	2	1	5
OG0003607	1	1	2	1	5
OG0003608	1	1	2	1	5
OG0003609	1	1	2	1	5
OG0003610	1	1	2	1	5
OG0003611	1	1	2	1	5
OG0003612	1	1	2	1	5
OG0003613	1	1	2	1	5
OG0003614	1	1	2	1	5
OG0003615	1	1	2	1	5
OG0003616	1	1	2	1	5
